 disease,code
 Rheumatic mitral insufficiency,3941
 Mitral stenosis with insufficiency,3942
 Other and unspecified mitral valve diseases,3949
 Rheumatic aortic stenosis,3950
 Rheumatic aortic insufficiency,3951
 Rheumatic aortic stenosis with insufficiency,3952
 Other and unspecified rheumatic aortic diseases,3959
 Mitral valve stenosis and aortic valve stenosis,3960
 Mitral valve stenosis and aortic valve insufficiency,3961
 Mitral valve insufficiency and aortic valve stenosis,3962
 Mitral valve insufficiency and aortic valve insufficiency,3963
 Multiple involvement of mitral and aortic valves,3968
 Mitral and aortic valve diseases_ unspecified,3969
 Diseases of tricuspid valve,3970
 Rheumatic diseases of pulmonary valve,3971
 Rheumatic diseases of endocardium_ valve unspecified,3979
 Rheumatic myocarditis,3980
Rheumatic heart disease_ unspecified,3989
Rheumatic heart failure (congestive),3989
Other rheumatic heart diseases,3989
 Malignant essential hypertension,4010
 Benign essential hypertension,4011
 Unspecified essential hypertension,4019
Malignant hypertensive heart disease without heart failure,4020
Malignant hypertensive heart disease with heart failure,4020
Benign hypertensive heart disease without heart failure,4021
Benign hypertensive heart disease with heart failure,4021
Unspecified hypertensive heart disease without heart failure,4029
Unspecified hypertensive heart disease with heart failure,4029
Hypertensive chronic kidney disease_ malignant_ with chronic kidney disease stage I through stage IV_ or unspecified,4030
Hypertensive chronic kidney disease_ malignant_ with chronic kidney disease stage V or end stage renal disease,4030
Hypertensive chronic kidney disease_ benign_ with chronic kidney disease stage I through stage IV_ or unspecified,4031
Hypertensive chronic kidney disease_ benign_ with chronic kidney disease stage V or end stage renal disease,4031
Hypertensive chronic kidney disease_ unspecified_ with chronic kidney disease stage I through stage IV_ or unspecified,4039
Hypertensive chronic kidney disease_ unspecified_ with chronic kidney disease stage V or end stage renal disease,4039
Hypertensive heart and chronic kidney disease_ malignant_ without heart failure and with chronic kidney disease stage I through stage IV_ or unspecified,4040
Hypertensive heart and chronic kidney disease_ malignant_ with heart failure and with chronic kidney disease stage I through stage IV_ or unspecified,4040
Hypertensive heart and chronic kidney disease_ malignant_ without heart failure and with chronic kidney disease stage V or end stage renal disease,4040
Hypertensive heart and chronic kidney disease_ malignant_ with heart failure and with chronic kidney disease stage V or end stage renal disease,4040
Hypertensive heart and chronic kidney disease_ benign_ without heart failure and with chronic kidney disease stage I through stage IV_ or unspecified,4041
Hypertensive heart and chronic kidney disease_ benign_ with heart failure and with chronic kidney disease stage I through stage IV_ or unspecified,4041
Hypertensive heart and chronic kidney disease_ benign_ without heart failure and with chronic kidney disease stage V or end stage renal disease,4041
Hypertensive heart and chronic kidney disease_ benign_ with heart failure and chronic kidney disease stage V or end stage renal disease,4041
Hypertensive heart and chronic kidney disease_ unspecified_ without heart failure and with chronic kidney disease stage I through stage IV_ or unspecified,4049
Hypertensive heart and chronic kidney disease_ unspecified_ with heart failure and with chronic kidney disease stage I through stage IV_ or unspecified,4049
Hypertensive heart and chronic kidney disease_ unspecified_ without heart failure and with chronic kidney disease stage V or end stage renal disease,4049
Hypertensive heart and chronic kidney disease_ unspecified_ with heart failure and chronic kidney disease stage V or end stage renal disease,4049
Malignant renovascular hypertension,4050
Other malignant secondary hypertension,4050
Benign renovascular hypertension,4051
Other benign secondary hypertension,4051
Unspecified renovascular hypertension,4059
Other unspecified secondary hypertension,4059
Acute myocardial infarction of anterolateral wall_ episode of care unspecified,4100
Acute myocardial infarction of anterolateral wall_ initial episode of care,4100
Acute myocardial infarction of anterolateral wall_ subsequent episode of care,4100
Acute myocardial infarction of other anterior wall_ episode of care unspecified,4101
Acute myocardial infarction of other anterior wall_ initial episode of care,4101
Acute myocardial infarction of other anterior wall_ subsequent episode of care,4101
Acute myocardial infarction of inferolateral wall_ episode of care unspecified,4102
Acute myocardial infarction of inferolateral wall_ initial episode of care,4102
Acute myocardial infarction of inferolateral wall_ subsequent episode of care,4102
Acute myocardial infarction of inferoposterior wall_ episode of care unspecified,4103
Acute myocardial infarction of inferoposterior wall_ initial episode of care,4103
Acute myocardial infarction of inferoposterior wall_ subsequent episode of care,4103
Acute myocardial infarction of other inferior wall_ episode of care unspecified,4104
Acute myocardial infarction of other inferior wall_ initial episode of care,4104
Acute myocardial infarction of other inferior wall_ subsequent episode of care,4104
Acute myocardial infarction of other lateral wall_ episode of care unspecified,4105
Acute myocardial infarction of other lateral wall_ initial episode of care,4105
Acute myocardial infarction of other lateral wall_ subsequent episode of care,4105
True posterior wall infarction_ episode of care unspecified,4106
True posterior wall infarction_ initial episode of care,4106
True posterior wall infarction_ subsequent episode of care,4106
Subendocardial infarction_ episode of care unspecified,4107
Subendocardial infarction_ initial episode of care,4107
Subendocardial infarction_ subsequent episode of care,4107
Acute myocardial infarction of other specified sites_ episode of care unspecified,4108
Acute myocardial infarction of other specified sites_ initial episode of care,4108
Acute myocardial infarction of other specified sites_ subsequent episode of care,4108
Acute myocardial infarction of unspecified site_ episode of care unspecified,4109
Acute myocardial infarction of unspecified site_ initial episode of care,4109
Acute myocardial infarction of unspecified site_ subsequent episode of care,4109
 Postmyocardial infarction syndrome,4110
 Intermediate coronary syndrome,4111
Acute coronary occlusion without myocardial infarction,4118
Other acute and subacute forms of ischemic heart disease_ other,4118
.  Old myocardial infarction,412
 Angina decubitus,4130
 Prinzmetal angina,4131
 Other and unspecified angina pectoris,4139
Coronary atherosclerosis of unspecified type of vessel_ native or graft,4140
Coronary atherosclerosis of native coronary artery,4140
Coronary atherosclerosis of autologous vein bypass graft,4140
Coronary atherosclerosis of nonautologous biological bypass graft,4140
Coronary atherosclerosis of artery bypass graft,4140
Coronary atherosclerosis of unspecified bypass graft,4140
Coronary atherosclerosis of native coronary artery of transplanted heart,4140
Coronary atherosclerosis of bypass graft (artery) (vein) of transplanted heart,4140
Aneurysm of heart (wall),4141
Aneurysm of coronary vessels,4141
Dissection of coronary artery,4141
Other aneurysm of heart,4141
 Chronic total occlusion of coronary artery,4142
 Coronary atherosclerosis due to lipid rich plaque,4143
 Coronary atherosclerosis due to calcified coronary lesion,4144
 Other specified forms of chronic ischemic heart disease,4148
 Chronic ischemic heart disease_ unspecified,4149
 Acute cor pulmonale,4150
Iatrogenic pulmonary embolism and infarction,4151
Septic pulmonary embolism,4151
Saddle embolus of pulmonary artery,4151
Other pulmonary embolism and infarction,4151
 Primary pulmonary hypertension,4160
 Kyphoscoliotic heart disease,4161
 Chronic pulmonary embolism,4162
 Other chronic pulmonary heart diseases,4168
 Chronic pulmonary heart disease_ unspecified,4169
 Arteriovenous fistula of pulmonary vessels,4170
 Aneurysm of pulmonary artery,4171
 Other specified diseases of pulmonary circulation,4178
 Unspecified disease of pulmonary circulation,4179
 Acute pericarditis in diseases classified elsewhere,4200
Acute pericarditis_ unspecified,4209
Acute idiopathic pericarditis,4209
Other acute pericarditis,4209
 Acute and subacute bacterial endocarditis,4210
 Acute and subacute infective endocarditis in diseases classified elsewhere,4211
 Acute endocarditis_ unspecified,4219
 Acute myocarditis in diseases classified elsewhere,4220
Acute myocarditis_ unspecified,4229
Idiopathic myocarditis,4229
Septic myocarditis,4229
Toxic myocarditis,4229
Other acute myocarditis,4229
 Hemopericardium,4230
 Adhesive pericarditis,4231
 Constrictive pericarditis,4232
 Cardiac tamponade,4233
 Other specified diseases of pericardium,4238
 Unspecified disease of pericardium,4239
 Mitral valve disorders,4240
 Aortic valve disorders,4241
 Tricuspid valve disorders_ specified as nonrheumatic,4242
 Pulmonary valve disorders,4243
Endocarditis_ valve unspecified_ unspecified cause,4249
Endocarditis in diseases classified elsewhere,4249
Other endocarditis_ valve unspecified,4249
 Endomyocardial fibrosis,4250
Hypertrophic obstructive cardiomyopathy,4251
Other hypertrophic cardiomyopathy,4251
 Obscure cardiomyopathy of Africa,4252
 Endocardial fibroelastosis,4253
 Other primary cardiomyopathies,4254
 Alcoholic cardiomyopathy,4255
 Nutritional and metabolic cardiomyopathy,4257
 Cardiomyopathy in other diseases classified elsewhere,4258
 Secondary cardiomyopathy_ unspecified,4259
 Atrioventricular block_ complete,4260
Atrioventricular block_ unspecified,4261
First degree atrioventricular block,4261
Mobitz (type) II atrioventricular block,4261
Other second degree atrioventricular block,4261
 Left bundle branch hemiblock,4262
 Other left bundle branch block,4263
 Right bundle branch block,4264
Bundle branch block_ unspecified,4265
Right bundle branch block and left posterior fascicular block,4265
Right bundle branch block and left anterior fascicular block,4265
Other bilateral bundle branch block,4265
Trifascicular block,4265
 Other heart block,4266
 Anomalous atrioventricular excitation,4267
Lown-Ganong-Levine syndrome,4268
Long QT syndrome,4268
Other specified conduction disorders,4268
 Conduction disorder_ unspecified,4269
 Paroxysmal supraventricular tachycardia,4270
 Paroxysmal ventricular tachycardia,4271
 Paroxysmal tachycardia_ unspecified,4272
Atrial fibrillation,4273
Atrial flutter,4273
Ventricular fibrillation,4274
Ventricular flutter,4274
 Cardiac arrest,4275
Premature beats_ unspecified,4276
Supraventricular premature beats,4276
Other premature beats,4276
Sinoatrial node dysfunction,4278
Other specified cardiac dysrhythmias,4278
 Cardiac dysrhythmia_ unspecified,4279
 Congestive heart failure_ unspecified,4280
 Left heart failure,4281
Systolic heart failure_ unspecified,4282
Acute systolic heart failure,4282
Chronic systolic heart failure,4282
Acute on chronic systolic heart failure,4282
Diastolic heart failure_ unspecified,4283
Acute diastolic heart failure,4283
Chronic diastolic heart failure,4283
Acute on chronic diastolic heart failure,4283
Combined systolic and diastolic heart failure_ unspecified,4284
Acute combined systolic and diastolic heart failure,4284
Chronic combined systolic and diastolic heart failure,4284
Acute on chronic combined systolic and diastolic heart failure,4284
 Heart failure_ unspecified,4289
 Myocarditis_ unspecified,4290
 Myocardial degeneration,4291
 Cardiovascular disease_ unspecified,4292
 Cardiomegaly,4293
 Functional disturbances following cardiac surgery,4294
 Rupture of chordae tendineae,4295
 Rupture of papillary muscle,4296
Acquired cardiac septal defect,4297
Certain sequelae of myocardial infarction_ not elsewhere classified_ other,4297
Other disorders of papillary muscle,4298
Hyperkinetic heart disease,4298
Takotsubo syndrome,4298
Other ill-defined heart diseases,4298
 Heart disease_ unspecified,4299
.  Subarachnoid hemorrhage,430
.  Intracerebral hemorrhage,431
 Nontraumatic extradural hemorrhage,4320
 Subdural hemorrhage,4321
 Unspecified intracranial hemorrhage,4329
Occlusion and stenosis of basilar artery without mention of cerebral infarction,4330
Occlusion and stenosis of basilar artery with cerebral infarction,4330
Occlusion and stenosis of carotid artery without mention of cerebral infarction,4331
Occlusion and stenosis of carotid artery with cerebral infarction,4331
Occlusion and stenosis of vertebral artery without mention of cerebral infarction,4332
Occlusion and stenosis of vertebral artery with cerebral infarction,4332
Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of cerebral infarction,4333
Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction,4333
Occlusion and stenosis of other specified precerebral artery without mention of cerebral infarction,4338
Occlusion and stenosis of other specified precerebral artery with cerebral infarction,4338
Occlusion and stenosis of unspecified precerebral artery without mention of cerebral infarction,4339
Occlusion and stenosis of unspecified precerebral artery with cerebral infarction,4339
Cerebral thrombosis without mention of cerebral infarction,4340
Cerebral thrombosis with cerebral infarction,4340
Cerebral embolism without mention of cerebral infarction,4341
Cerebral embolism with cerebral infarction,4341
Cerebral artery occlusion_ unspecified without mention of cerebral infarction,4349
Cerebral artery occlusion_ unspecified with cerebral infarction,4349
