DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION
202_4_1,"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck",Hairy-cell leukem head
202_4_2,"Leukemic reticuloendotheliosis, intrathoracic lymph nodes",Hairy-cell leukem thorax
202_4_3,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes",Hairy-cell leukem abdom
202_4_4,"Leukemic reticuloendotheliosis, lymph nodes of axilla and upper arm",Hairy-cell leukem axilla
202_4_5,"Leukemic reticuloendotheliosis, lymph nodes of inguinal region and lower limb",Hairy-cell leukem inguin
202_4_6,"Leukemic reticuloendotheliosis, intrapelvic lymph nodes",Hairy-cell leukem pelvic
202_4_7,"Leukemic reticuloendotheliosis, spleen",Hairy-cell leukem spleen
202_4_8,"Leukemic reticuloendotheliosis, lymph nodes of multiple sites",Hairy-cell leukem mult
202_5_0,"Letterer-siwe disease, unspecified site, extranodal and solid organ sites",Ltr-siwe unsp xtrndl org
202_5_1,"Letterer-siwe disease, lymph nodes of head, face, and neck",Letterer-siwe dis head
202_5_2,"Letterer-siwe disease, intrathoracic lymph nodes",Letterer-siwe dis thorax
202_5_3,"Letterer-siwe disease, intra-abdominal lymph nodes",Letterer-siwe dis abdom
202_5_4,"Letterer-siwe disease, lymph nodes of axilla and upper limb",Letterer-siwe dis axilla
202_5_5,"Letterer-siwe disease, lymph nodes of inguinal region and lower limb",Letterer-siwe dis inguin
202_5_6,"Letterer-siwe disease, intrapelvic lymph nodes",Letterer-siwe dis pelvic
202_5_7,"Letterer-siwe disease, spleen",Letterer-siwe dis spleen
202_5_8,"Letterer-siwe disease, lymph nodes of multiple sites",Letterer-siwe dis mult
202_6_0,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites",Mlg mast unsp xtrndl org
202_6_1,"Malignant mast cell tumors, lymph nodes of head, face, and neck",Mal mastocytosis head
202_6_2,"Malignant mast cell tumors, intrathoracic lymph nodes",Mal mastocytosis thorax
202_6_3,"Malignant mast cell tumors, intra-abdominal lymph nodes",Mal mastocytosis abdom
202_6_4,"Malignant mast cell tumors, lymph nodes of axilla and upper limb",Mal mastocytosis axilla
202_6_5,"Malignant mast cell tumors, lymph nodes of inguinal region and lower limb",Mal mastocytosis inguin
202_6_6,"Malignant mast cell tumors, intrapelvic lymph nodes",Mal mastocytosis pelvic
202_6_7,"Malignant mast cell tumors, spleen",Mal mastocytosis spleen
202_6_8,"Malignant mast cell tumors, lymph nodes of multiple sites",Mal mastocytosis mult
202_7_0,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites",Periph T cell lym xtrndl
202_7_1,"Peripheral T cell lymphoma, lymph nodes of head, face, and neck",Periph T cell lymph head
202_7_2,"Peripheral T cell lymphoma, intrathoracic lymph nodes",Periph T cell lym thorax
202_7_3,"Peripheral T cell lymphoma, intra-abdominal lymph nodes",Periph T cell lym abdom
202_7_4,"Peripheral T cell lymphoma, lymph nodes of axilla and upper limb",Periph T cell lym axilla
202_7_5,"Peripheral T cell lymphoma, lymph nodes of inguinal region and lower limb",Periph T cell lym inguin
202_7_6,"Peripheral T cell lymphoma, intrapelvic lymph nodes",Periph T cell lym pelvic
202_7_7,"Peripheral T cell lymphoma, spleen",Periph T cell lym spleen
202_7_8,"Peripheral T cell lymphoma, lymph nodes of multiple sites",Periph T cell lym multip
202_8_0,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",Oth lymp unsp xtrndl org
202_8_1,"Other malignant lymphomas, lymph nodes of head, face, and neck",Lymphomas NEC head
202_8_2,"Other malignant lymphomas, intrathoracic lymph nodes",Lymphomas NEC thorax
202_8_3,"Other malignant lymphomas, intra-abdominal lymph nodes",Lymphomas NEC abdom
202_8_4,"Other malignant lymphomas, lymph nodes of axilla and upper limb",Lymphomas NEC axilla
202_8_5,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb",Lymphomas NEC inguin
202_8_6,"Other malignant lymphomas, intrapelvic lymph nodes",Lymphomas NEC pelvic
202_8_7,"Other malignant lymphomas, spleen",Lymphomas NEC spleen
202_8_8,"Other malignant lymphomas, lymph nodes of multiple sites",Lymphomas NEC mult
202_9_0,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites",Unsp lym unsp xtrndl org
202_9_1,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck",Lymphoid mal NEC head
202_9_2,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes",Lymphoid mal NEC thorax
202_9_3,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intra-abdominal lymph nodes",Lymphoid mal NEC abdom
202_9_4,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb",Lymphoid mal NEC axilla
202_9_5,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb",Lymphoid mal NEC inguin
202_9_6,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes",Lymphoid mal NEC pelvic
202_9_7,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen",Lymphoid mal NEC spleen
202_9_8,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites",Lymphoid mal NEC mult
203_0_0,"Multiple myeloma, without mention of having achieved remission",Mult mye w/o achv rmson
203_0_1,"Multiple myeloma, in remission",Mult myelm w remission
203_0_2,"Multiple myeloma, in relapse",Mult myeloma in relapse
203_1_0,"Plasma cell leukemia, without mention of having achieved remission",Pls cl leu w/o achv rmsn
203_1_1,"Plasma cell leukemia, in remission",Plsm cell leuk w rmson
203_1_2,"Plasma cell leukemia, in relapse",Plsm cel leuk in relapse
203_8_0,"Other immunoproliferative neoplasms, without mention of having achieved remission",Oth imno npl wo ach rmsn
203_8_1,"Other immunoproliferative neoplasms, in remission",Oth imnprfl npl w rmsn
203_8_2,"Other immunoproliferative neoplasms, in relapse",Oth imnprlf neo-relapse
204_0_0,"Acute lymphoid leukemia, without mention of having achieved remission",Ac lym leuk wo achv rmsn
204_0_1,"Acute lymphoid leukemia, in remission",Act lym leuk w rmsion
204_0_2,"Acute lymphoid leukemia, in relapse",Act lymp leuk in relapse
204_1_0,"Chronic lymphoid leukemia, without mention of having achieved remission",Ch lym leuk wo achv rmsn
204_1_1,"Chronic lymphoid leukemia, in remission",Chr lym leuk w rmsion
204_1_2,"Chronic lymphoid leukemia, in relapse",Chr lymp leuk in relapse
204_2_0,"Subacute lymphoid leukemia, without mention of having achieved remission",Sbac lym leu wo ach rmsn
204_2_1,"Subacute lymphoid leukemia, in remission",Sbac lym leuk w rmsion
204_2_2,"Subacute lymphoid leukemia, in relapse",Sbac lym leuk in relapse
204_8_0,"Other lymphoid leukemia, without mention of having achieved remission",Oth lym leu wo achv rmsn
204_8_1,"Other lymphoid leukemia, in remission",Oth lym leuk w rmsion
204_8_2,"Other lymphoid leukemia, in relapse",Oth lym leuk in relapse
204_9_0,"Unspecified lymphoid leukemia, without mention of having achieved remission",Uns lym leu wo ach rmsn
204_9_1,"Unspecified lymphoid leukemia, in remission",Uns lym leuk w rmsion
204_9_2,"Unspecified lymphoid leukemia, in relapse",Lymp leuk NOS relapse
205_0_0,"Acute myeloid leukemia, without mention of having achieved remission",Ac myl leuk wo achv rmsn
205_0_1,"Acute myeloid leukemia, in remission",Act myl leuk w rmsion
205_0_2,"Acute myeloid leukemia, in relapse",Act myel leuk in relapse
205_1_0,"Chronic myeloid leukemia, without mention of having achieved remission",Ch myl leuk wo achv rmsn
205_1_1,"Chronic myeloid leukemia, in remission",Chr myl leuk w rmsion
205_1_2,"Chronic myeloid leukemia, in relapse",Chr myel leuk in relapse
205_2_0,"Subacute myeloid leukemia, without mention of having achieved remission",Sbac myl leu wo ach rmsn
205_2_1,"Subacute myeloid leukemia,in remission",Sbac myl leuk w rmsion
205_2_2,"Subacute myeloid leukemia, in relapse",Sbac myl leuk in relapse
205_3_0,"Myeloid sarcoma, without mention of having achieved remission",Myl sarcoma wo achv rmsn
205_3_1,"Myeloid sarcoma, in remission",Myl srcoma w rmsion
205_3_2,"Myeloid sarcoma, in relapse",Myel sarcoma in relapse
205_8_0,"Other myeloid leukemia, without mention of having achieved remission",Oth my leuk wo achv rmsn
205_8_1,"Other myeloid leukemia, in remission",Oth myl leuk w rmsion
205_8_2,"Other myeloid leukemia, in relapse",Oth myel leuk in relapse
205_9_0,"Unspecified myeloid leukemia, without mention of having achieved remission",Uns my leu wo ach rmsn
205_9_1,"Unspecified myeloid leukemia, in remission",Uns myl leuk w rmsion
205_9_2,"Unspecified myeloid leukemia, in relapse",Myel leuk NOS in relapse
206_0_0,"Acute monocytic leukemia, without mention of having achieved remission",Ac mono leu wo achv rmsn
206_0_1,"Acute monocytic leukemia,in remission",Act mono leuk w rmsion
206_0_2,"Acute monocytic leukemia, in relapse",Act mono leuk in relapse
206_1_0,"Chronic monocytic leukemia, without mention of having achieved remission",Ch mono leu wo achv rmsn
206_1_1,"Chronic monocytic leukemia, in remission",Chr mono leuk w rmsion
206_1_2,"Chronic monocytic leukemia, in relapse",Chr mono leuk in relapse
206_2_0,"Subacute monocytic leukemia, without mention of having achieved remission",Sbac mno leu wo ach rmsn
206_2_1,"Subacute monocytic leukemia, in remission",Sbac mono leuk w rmsion
206_2_2,"Subacute monocytic leukemia, in relapse",Sbac mono leu in relapse
206_8_0,"Other monocytic leukemia, without mention of having achieved remission",Ot mono leu wo achv rmsn
206_8_1,"Other monocytic leukemia, in remission",Oth mono leuk w rmsion
206_8_2,"Other monocytic leukemia, in relapse",Oth mono leuk in relapse
206_9_0,"Unspecified monocytic leukemia, without mention of having achieved remission",Uns mno leu wo ach rmsn
206_9_1,"Unspecified monocytic leukemia, in remission",Uns mono leuk w rmsion
206_9_2,"Unspecified monocytic leukemia, in relapse",Mono leuk NOS relapse
207_0_0,"Acute erythremia and erythroleukemia, without mention of having achieved remission",Ac erth/erlk wo ach rmsn
207_0_1,"Acute erythremia and erythroleukemia, in remission",Act erth/erylk w rmson
207_0_2,"Acute erythremia and erythroleukemia, in relapse",Ac erth/erylk in relapse
207_1_0,"Chronic erythremia, without mention of having achieved remission",Chr erythrm w/o ach rmsn
207_1_1,"Chronic erythremia, in remission",Chr erythrm w remision
207_1_2,"Chronic erythremia, in relapse",Chr erythrmia in relapse
207_2_0,"Megakaryocytic leukemia, without mention of having achieved remission",Mgkrcyt leuk wo ach rmsn
207_2_1,"Megakaryocytic leukemia, in remission",Mgkrycyt leuk w rmsion
207_2_2,"Megakaryocytic leukemia, in relapse",Mgkrycyt leuk in relapse
207_8_0,"Other specified leukemia, without mention of having achieved remission",Oth leuk w/o achv rmsn
207_8_1,"Other specified leukemia, in remission",Oth spf leuk w remsion
207_8_2,"Other specified leukemia, in relapse",Oth spf leuk in relapse
208_0_0,"Acute leukemia of unspecified cell type, without mention of having achieved remission",Ac leu un cl wo ach rmsn
208_0_1,"Acute leukemia of unspecified cell type, in remission",Act leuk uns cl w rmson
208_0_2,"Acute leukemia of unspecified cell type, in relapse",Ac leuk uns cl relapse
208_1_0,"Chronic leukemia of unspecified cell type, without mention of having achieved remission",Ch leu un cl wo ach rmsn
208_1_1,"Chronic leukemia of unspecified cell type, in remission",Chr leuk uns cl w rmson
208_1_2,"Chronic leukemia of unspecified cell type, in relapse",Ch leu uns cl in relapse
208_2_0,"Subacute leukemia of unspecified cell type, without mention of having achieved remission",Sbc leu un cl wo ah rmsn
208_2_1,"Subacute leukemia of unspecified cell type, in remission",Sbac leuk uns cl w rmson
208_2_2,"Subacute leukemia of unspecified cell type, in relapse",Sbac leu uns cl-relapse
208_8_0,"Other leukemia of unspecified cell type, without mention of having achieved remission",Ot leu un cl wo ach rmsn
208_8_1,"Other leukemia of unspecified cell type, in remission",Oth leuk uns cl w rmson
208_8_2,"Other leukemia of unspecified cell type, in relapse",Oth leuk uns cl-relapse
208_9_0,"Unspecified leukemia, without mention of having achieved remission",Leuk NOS w/o achv rmsn
208_9_1,"Unspecified leukemia, in remission",Leukemia NOS w remission
208_9_2,"Unspecified leukemia, in relapse",Leukemia NOS in relapse
209_0_0,"Malignant carcinoid tumor of the small intestine, unspecified portion",Mal crcnoid sm intst NOS
209_0_1,Malignant carcinoid tumor of the duodenum,Malig carcinoid duodenum
209_0_2,Malignant carcinoid tumor of the jejunum,Malig carcinoid jejunum
209_0_3,Malignant carcinoid tumor of the ileum,Malig carcinoid ileum
209_1_0,"Malignant carcinoid tumor of the large intestine, unspecified portion",Mal crcnoid lg intst NOS
209_1_1,Malignant carcinoid tumor of the appendix,Malig carcinoid appendix
209_1_2,Malignant carcinoid tumor of the cecum,Malig carcinoid cecum
209_1_3,Malignant carcinoid tumor of the ascending colon,Mal crcnoid ascend colon
209_1_4,Malignant carcinoid tumor of the transverse colon,Mal crcnoid transv colon
209_1_5,Malignant carcinoid tumor of the descending colon,Mal carcinoid desc colon
209_1_6,Malignant carcinoid tumor of the sigmoid colon,Mal carcinoid sig colon
209_1_7,Malignant carcinoid tumor of the rectum,Malig carcinoid rectum
209_2_0,Malignant carcinoid tumor of unknown primary site,Mal crcnd prim site unkn
209_2_1,Malignant carcinoid tumor of the bronchus and lung,Mal carcinoid bronc/lung
209_2_2,Malignant carcinoid tumor of the thymus,Malig carcinoid thymus
209_2_3,Malignant carcinoid tumor of the stomach,Malig carcinoid stomach
209_2_4,Malignant carcinoid tumor of the kidney,Malig carcinoid kidney
209_2_5,"Malignant carcinoid tumor of foregut, not otherwise specified",Mal carcnoid foregut NOS
209_2_6,"Malignant carcinoid tumor of midgut, not otherwise specified",Mal carcinoid midgut NOS
209_2_7,"Malignant carcinoid tumor of hindgut, not otherwise specified",Mal carcnoid hindgut NOS
209_2_9,Malignant carcinoid tumor of other sites,Malig carcinoid oth site
209_3_0,"Malignant poorly differentiated neuroendocrine carcinoma, any site",Malig neuroendo ca NOS
209_3_1,Merkel cell carcinoma of the face,Merkel cell ca-face
209_3_2,Merkel cell carcinoma of the scalp and neck,Merkel cell ca-sclp/neck
209_3_3,Merkel cell carcinoma of the upper limb,Merkel cell ca-up limb
209_3_4,Merkel cell carcinoma of the lower limb,Merkel cell ca-low limb
209_3_5,Merkel cell carcinoma of the trunk,Merkel cell ca-trunk
209_3_6,Merkel cell carcinoma of other sites,Merkel cell ca-oth sites
209_4_0,"Benign carcinoid tumor of the small intestine, unspecified portion",Ben crcnoid sm intst NOS
209_4_1,Benign carcinoid tumor of the duodenum,Ben carcinoid duodenum
209_4_2,Benign carcinoid tumor of the jejunum,Benign carcinoid jejunum
209_4_3,Benign carcinoid tumor of the ileum,Benign carcinoid ileum
209_5_0,"Benign carcinoid tumor of the large intestine, unspecified portion",Ben crcnoid lg intst NOS
209_5_1,Benign carcinoid tumor of the appendix,Ben carcinoid appendix
209_5_2,Benign carcinoid tumor of the cecum,Benign carcinoid cecum
209_5_3,Benign carcinoid tumor of the ascending colon,Ben carcinoid asc colon
209_5_4,Benign carcinoid tumor of the transverse colon,Ben crcinoid trans colon
209_5_5,Benign carcinoid tumor of the descending colon,Ben carcinoid desc colon
209_5_6,Benign carcinoid tumor of the sigmoid colon,Ben carcinoid sig colon
209_5_7,Benign carcinoid tumor of the rectum,Benign carcinoid rectum
209_6_0,Benign carcinoid tumor of unknown primary site,Ben crcnd prim site unkn
209_6_1,Benign carcinoid tumor of the bronchus and lung,Ben carcinoid bronc/lung
209_6_2,Benign carcinoid tumor of the thymus,Benign carcinoid thymus
209_6_3,Benign carcinoid tumor of the stomach,Benign carcinoid stomach
209_6_4,Benign carcinoid tumor of the kidney,Benign carcinoid kidney
209_6_5,"Benign carcinoid tumor of foregut, not otherwise specified",Ben crcinoid foregut NOS
209_6_6,"Benign carcinoid tumor of midgut, not otherwise specified",Ben crcinoid midgut NOS
209_6_7,"Benign carcinoid tumor of hindgut, not otherwise specified",Ben crcnoid hindgut NOS
209_6_9,Benign carcinoid tumor of other sites,Bengn carcinoid oth site
209_7_0,"Secondary neuroendocrine tumor, unspecified site",Sec neuroendo tumor NOS
209_7_1,Secondary neuroendocrine tumor of distant lymph nodes,Sec neuroend tu dist lym
209_7_2,Secondary neuroendocrine tumor of liver,Sec neuroend tumor-liver
209_7_3,Secondary neuroendocrine tumor of bone,Sec neuroendo tumor-bone
209_7_4,Secondary neuroendocrine tumor of peritoneum,Sec neuroendo tu-periton
209_7_5,Secondary Merkel cell carcinoma,Secondary Merkel cell ca
209_7_9,Secondary neuroendocrine tumor of other sites,Sec neuroend tu oth site
